,user_id,order_id,order_date,booking_date,order_status,device_id,dport,aport,dport_city,aport_city,dcity_code,acity_code,flight_time,flight_number,flight_date,flight_num_date,browsing_time
269,M4722905357,D00000531,2022/1/13 11:22,2022/1/13 0:00,S,pys0c-5r0vl-giwz4-nv9y0-j5jdy,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,139
270,M4404899500,D00000535,2022/1/13 11:54,2022/1/13 0:00,S,sy0gc-ga7jg-1vk7t-z73zk-6463h,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,82
271,M194820477,D00000455,2022/1/11 14:39,2022/1/11 0:00,S,2lnsw-qdkru-dhdsm-dyytm-nfr6d,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,159
272,M458450363,D00000456,2022/1/11 14:52,2022/1/11 0:00,S,yfaap-9nz4e-vt2eu-kf74t-yqd6l,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,76
273,M2237966962,D00000487,2022/1/12 5:44,2022/1/12 0:00,S,0in5a-aw22u-4kzfv-cq7rf-fskpf,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,130
274,M608988272,D00000518,2022/1/12 19:34,2022/1/12 0:00,S,8s6nj-627ey-43wg7-f9fuc-91o7x,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,94
275,M4264827822,D00000274,2022/1/7 11:17,2022/1/7 0:00,S,u8h3g-72jdi-wvu3j-q6jd0-41u89,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,102
276,M2965289230,D00000521,2022/1/12 21:49,2022/1/12 0:00,S,zqaaa-2v6yv-17ur7-w5yu4-99xhx,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,119
277,M4196653740,D00000249,2022/1/6 18:21,2022/1/6 0:00,S,a9zr6-of1l0-kva7z-9cn4s-8az4n,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,77
278,M3195690671,D00000166,2022/1/4 19:57,2022/1/4 0:00,S,6jon0-o8q8k-pgn9u-5whw6-l703x,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,127
279,M568993005,D00000540,2022/1/13 13:41,2022/1/13 0:00,S,98swd-2xj8n-vbylq-qqwrr-33bkt,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,51
280,M4340196549,D00000406,2022/1/10 13:54,2022/1/10 0:00,S,s8c8n-jczdp-rm5qd-5svdu-9ft1b,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,79
281,M4401528424,D00000499,2022/1/12 11:58,2022/1/12 0:00,R,g3mr3-6cmq9-rfams-4wsw2-iwvp6,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,81
282,M3346547968,D00000503,2022/1/12 12:27,2022/1/12 0:00,S,hke5m-iqhlk-axkx4-nkcrd-cdnge,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,70
283,M2762635521,D00000484,2022/1/11 23:17,2022/1/11 0:00,S,lkhgi-iro16-irjhs-amggc-ra9q8,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,70
284,M240044654,D00000570,2022/1/14 9:34,2022/1/14 0:00,S,wj0hj-eghon-nuysw-blor7-4etz4,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,118
285,M306417311,D00000481,2022/1/11 21:32,2022/1/11 0:00,S,0cll8-s7z0n-8iixp-o78dd-p96ka,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,129
286,M407613525,D00000385,2022/1/10 8:20,2022/1/10 0:00,R,h6yev-1yosk-oskpq-37va0-jg6p1,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,75
287,M2623723467,D00000543,2022/1/13 14:34,2022/1/13 0:00,S,0xomy-4bvvo-2tr23-yq039-1rmnz,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,90
288,M437009286,D00000527,2022/1/13 8:44,2022/1/13 0:00,S,a2mqy-1dzp8-5hthl-7ys3j-m0833,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,118
289,M388743931,D00000474,2022/1/11 20:25,2022/1/11 0:00,S,ndrr5-1j4tk-l3wgk-jjpq7-4w9bv,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,79
290,M2357978839,D00000317,2022/1/8 12:19,2022/1/8 0:00,R,in2cl-4bgq3-041v1-19snz-78hu7,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,92
291,M2717064130,D00000496,2022/1/12 11:01,2022/1/12 0:00,S,5yr21-ivd5i-y6dzi-vwnwe-ua02b,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,110
292,M2578017326,D00000515,2022/1/12 17:43,2022/1/12 0:00,S,i6qbl-2tscn-mxoyg-szml0-4y46x,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,94
293,M144584067,D00000576,2022/1/14 11:54,2022/1/14 0:00,S,db4t4-ogeaz-axztp-nbf21-cexsf,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,118
294,M4171944647,D00000511,2022/1/12 15:44,2022/1/12 0:00,S,1hk8r-hg3k0-s8ooq-jfdtz-igk37,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,97
295,M4171944647,D00000512,2022/1/12 15:44,2022/1/12 0:00,S,1udja-2jqw6-s8hv3-oir6b-k3rg8,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,110
296,M3324141080,D00000555,2022/1/13 18:21,2022/1/13 0:00,S,96f2j-brddi-wpf07-pdl52-fvuke,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,94
297,M520852329,D00000439,2022/1/11 9:58,2022/1/11 0:00,S,n96o9-jcc36-evjme-5vfma-peh0x,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,124
298,M2542641161,D00000524,2022/1/13 1:07,2022/1/13 0:00,R,2wk7z-okkrx-56wot-q8ubc-qnsqm,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,122
299,M148432412,D00000395,2022/1/10 11:53,2022/1/10 0:00,S,f2i4t-d6avp-ceymm-t7k85-g6pyq,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,148
300,M322920105,D00000056,2022/1/2 11:51,2022/1/2 0:00,S,br1zt-h7jax-5bzl2-kq8qc-rp3sj,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,90
301,M2287061859,D00000516,2022/1/12 18:57,2022/1/12 0:00,S,ae34j-39fki-2p0iu-t519n-beofv,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,70
302,M4414791596,D00000428,2022/1/10 23:00,2022/1/10 0:00,S,nimqk-m4eqr-e3sx1-46g8a-jk7ct,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,127
303,M584295465,D00000589,2022/1/14 15:23,2022/1/14 0:00,S,zx62p-l7dtw-b19sl-yaw91-t7olg,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,121
304,M297640410,D00000447,2022/1/11 12:06,2022/1/11 0:00,S,4f77h-etsxu-o6per-1xqes-kguio,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,78
305,M488418541,D00000556,2022/1/13 18:37,2022/1/13 0:00,S,d8h8m-jxcax-t401k-xnma1-lgcgs,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,93
306,M2628313633,D00000486,2022/1/12 3:20,2022/1/12 0:00,R,l9v0g-u2puc-5kxby-c007p-n6a60,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,96
307,M489982406,D00000390,2022/1/10 10:14,2022/1/10 0:00,S,d642c-kstrf-y3phk-we30d-g7lpr,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,129
308,M3245140924,D00000241,2022/1/6 14:39,2022/1/6 0:00,S,usfjy-3j1am-uthl7-0t8h9-u62rc,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,96
309,M2983717027,D00000599,2022/1/14 16:31,2022/1/14 0:00,S,8ukgr-xtjni-oiu3m-9rtuy-yuxbk,SZX,NKG,深圳,南京,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,119
310,M95503230,D00000605,2022/1/14 18:25,2022/1/14 0:00,S,f111u-mpyyf-ltfl9-lhsky-s9rfr,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,102
311,M544550965,D00000580,2022/1/14 12:41,2022/1/14 0:00,S,31y31-fmxhx-arexl-gvt0t-qsvub,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,60
312,M2235904617,D00000557,2022/1/13 18:44,2022/1/13 0:00,S,qjn0c-m1v3q-0v8yy-418m3-a3cmz,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,115
313,M2961390495,D00000473,2022/1/11 20:14,2022/1/11 0:00,S,bl2ei-ng0dn-jlp5l-dnsev-ffszo,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,101
314,M4559905424,D00000568,2022/1/14 0:20,2022/1/14 0:00,S,1jw02-26kap-3hucd-a7r1c-ziqht,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,121
315,M2459015763,D00000475,2022/1/11 20:33,2022/1/11 0:00,S,34yzt-svt0p-gact7-la43k-3usfn,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,86
316,M4141336971,D00000396,2022/1/10 11:53,2022/1/10 0:00,S,xlnyi-x3lrx-soll8-kpnb9-stm7k,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,35
317,M231381637,D00000031,2022/1/1 17:59,2022/1/1 0:00,S,kk2zu-r3hqe-ef1ie-fu33t-9ytbl,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,118
318,M4127045898,D00000550,2022/1/13 16:23,2022/1/13 0:00,S,870mu-k3s6j-e27hq-wie4f-mh9hu,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,79
319,M2246737242,D00000001,2021/11/24 17:55,2021/11/24 0:00,S,0yhy0-46axu-c74ek-phj77-0uojl,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,97
320,M4974688804,D00000565,2022/1/13 22:02,2022/1/13 0:00,S,53c0v-wq3xj-l8dmc-1ea9q-fuohr,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,97
321,M152904049,D00000493,2022/1/12 10:45,2022/1/12 0:00,S,arqir-owsll-m57ld-j2lke-y8ins,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,61
322,M4930469165,D00000054,2022/1/2 11:34,2022/1/2 0:00,R,ij4uh-xkv2a-hvm5y-jwfxq-vowd7,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,100
323,M2872693815,D00000341,2022/1/8 21:12,2022/1/8 0:00,R,nq9ji-m72gs-a6ysu-uova7-zbfmv,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,63
324,M456687727,D00000389,2022/1/10 10:14,2022/1/10 0:00,S,jwt2l-j2cc1-li7oi-ytwlu-crbs3,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91
325,M4796349669,D00000355,2022/1/9 10:38,2022/1/9 0:00,S,u7d4w-vfb69-u4hay-79fey-p4kzw,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,103
326,M3735132756,D00000541,2022/1/13 14:17,2022/1/13 0:00,S,yyn4k-brz57-3vhix-n5t8x-2sach,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,70
327,M128680640,D00000533,2022/1/13 11:46,2022/1/13 0:00,S,ikgev-g5bou-oaomv-iblqx-hllu2,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,51
328,M4963145310,D00000530,2022/1/13 11:15,2022/1/13 0:00,R,nirfi-1b60r-16o2d-j2z78-0ppfv,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,141
329,M2987801094,D00000413,2022/1/10 16:44,2022/1/10 0:00,S,c1aed-ju9q5-k1qnc-rhf8k-360d0,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,121
330,M300605166,D00000601,2022/1/14 17:27,2022/1/14 0:00,R,d153z-zma2c-pl3bh-ncipr-5t8kg,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,99
331,M216799853,D00000357,2022/1/9 12:01,2022/1/9 0:00,S,tq5e4-pkzw3-zcupl-rj932-jfdp8,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,127
332,M344857846,D00000435,2022/1/11 7:10,2022/1/11 0:00,S,4i175-ttfi0-eiamw-vq881-wugj9,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,47
333,M2517527744,D00000621,2022/1/14 23:44,2022/1/14 0:00,S,x0ayl-0x200-lj33h-yzrjc-unf1p,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,82
334,M4769330341,D00000322,2022/1/8 15:16,2022/1/8 0:00,R,6qqdp-ia9z0-z9l94-2rw06-dfyfg,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,129
335,M2755517705,D00000302,2022/1/7 21:34,2022/1/7 0:00,S,ww5uz-w102v-75wo4-hed50-iv2nd,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,60
336,M3313460576,D00000591,2022/1/14 15:37,2022/1/14 0:00,S,7f5mk-96ne1-16cxk-qj630-13zue,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91
337,M268892428,D00000617,2022/1/14 21:47,2022/1/14 0:00,S,vu6y6-am9yi-m97m6-hn6at-ybjpb,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,134
338,M4218818798,D00000479,2022/1/11 21:12,2022/1/11 0:00,R,0xg2c-fp7an-4zuq6-h521i-mzspq,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,115
339,M3052271101,D00000490,2022/1/12 8:38,2022/1/12 0:00,S,3g8pj-d835q-xt24z-lc2by-stcxo,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,103
340,M3413803468,D00000602,2022/1/14 17:34,2022/1/14 0:00,S,4k7hc-usv8s-5jirh-m32qc-zgeg0,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,38
341,M615270479,D00000113,2022/1/3 17:33,2022/1/3 0:00,S,sm5e0-ejza0-22xs7-znzvh-ciubi,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,103
342,M448510303,D00000212,2022/1/5 18:34,2022/1/5 0:00,R,gvhrw-cnm0d-ec9vo-dxcya-fw14z,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,106
343,M3244593232,D00000102,2022/1/3 12:45,2022/1/3 0:00,S,fhwc3-cj1ba-tjg0b-nsslm-wqv6k,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,159
344,M2768355591,D00000646,2022/1/15 16:10,2022/1/15 0:00,S,ijpf2-qe61i-ennix-pezhp-snrmv,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,124
345,M2236705576,D00000582,2022/1/14 12:58,2022/1/14 0:00,S,w9e54-4wgcd-m4ujh-1h9gs-h6tsv,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,97
346,M542909814,D00000566,2022/1/13 22:56,2022/1/13 0:00,S,vo560-1gs4w-is7sp-dgj7a-v1onu,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,35
347,M2961888895,D00000337,2022/1/8 20:16,2022/1/8 0:00,S,wbve9-661ep-i9uqb-bvsy6-1733b,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,93
348,M3378343876,D00000622,2022/1/14 23:46,2022/1/14 0:00,S,jl5sv-m5xvx-p5132-topdr-9n26l,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,127
349,M457915455,D00000006,2021/12/17 14:00,2021/12/17 0:00,R,3kzxu-fwbpf-z3pxv-y312j-eyvt2,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,92
350,M242125975,D00000536,2022/1/13 12:02,2022/1/13 0:00,S,34vig-fmfh0-zsx3m-j8yhb-3viwd,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,87
351,M2444742054,D00000303,2022/1/7 21:38,2022/1/7 0:00,S,gunvb-1vd0v-l5dm0-j2dib-kcqbz,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,159
352,M312548714,D00000444,2022/1/11 11:29,2022/1/11 0:00,R,rwjid-ppybz-qpmkp-i8s6j-kwakb,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,35
353,M4992462111,D00000628,2022/1/15 9:00,2022/1/15 0:00,S,w45ym-sheaq-v0e53-nhs35-yf9d6,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91
354,M2511114531,D00000272,2022/1/7 10:13,2022/1/7 0:00,R,i7it5-ktkg7-kuc69-wiqe4-00y0m,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,82
355,M4356156467,D00000310,2022/1/8 0:30,2022/1/8 0:00,R,k9eza-5bx3u-iijan-1isc4-foify,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,92
356,M4928227490,D00000412,2022/1/10 15:55,2022/1/10 0:00,R,f6v0b-wazs6-46jiy-g4b73-r5118,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,119
357,M3336814335,D00000560,2022/1/13 19:46,2022/1/13 0:00,S,0yhy0-46axu-c74ek-phj77-0uojl,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,37
358,M3593835685,D00000574,2022/1/14 11:03,2022/1/14 0:00,S,7pi28-8xiv7-c4cw4-v9q6k-oqc4k,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,98
359,M4151924726,D00000491,2022/1/12 9:24,2022/1/12 0:00,S,bhs0f-af238-oa9gy-3lpv9-u6bng,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,120
360,M221163948,D00000464,2022/1/11 17:00,2022/1/11 0:00,S,p0h7u-5mhg7-drjyg-rr0qq-o9eee,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,75
361,M4409836840,D00000087,2022/1/3 8:25,2022/1/3 0:00,S,y3m5r-j3p8a-ypapz-xhy7l-54vws,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,135
362,M519925173,D00000657,2022/1/15 20:28,2022/1/15 0:00,S,7wli7-ss3wk-evht3-t8f4q-0otbe,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,114
363,M225735660,D00000451,2022/1/11 13:45,2022/1/11 0:00,S,08mdf-gvwyl-yfl0m-09uzo-kyp91,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,82
364,M578564431,D00000528,2022/1/13 10:04,2022/1/13 0:00,S,5uod7-zdrmm-eo91h-76n7q-xa91v,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,130
365,M604555904,D00000554,2022/1/13 17:53,2022/1/13 0:00,S,2dgqe-5fn9d-213kn-cqfs0-18ls4,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,100
366,M3837806263,D00000468,2022/1/11 18:51,2022/1/11 0:00,S,bqfl1-9ixur-7t16n-jzeih-5qk8z,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,44
367,M4959394478,D00000482,2022/1/11 21:53,2022/1/11 0:00,S,n09by-0oazf-jf3pl-irkqk-jx8cz,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,129
368,M2842712223,D00000144,2022/1/4 12:12,2022/1/4 0:00,R,nnz1l-oruwi-2l0gd-94lom-zou81,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91
369,M3028751381,D00000569,2022/1/14 9:28,2022/1/14 0:00,S,4g5u3-s9ig7-lbuvh-phnvd-jrwb0,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,67
370,M2201842652,D00000603,2022/1/14 17:42,2022/1/14 0:00,S,tne7y-0c0fs-q9i9y-5aihj-d35ye,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,105
371,M4007695967,D00000545,2022/1/13 15:02,2022/1/13 0:00,S,otzdc-iz2p1-bgw11-eaqsh-bbasw,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,67
372,M543280863,D00000559,2022/1/13 19:28,2022/1/13 0:00,S,jfqv3-qrl20-ovhg0-88snh-midau,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,99
373,M3033439538,D00000611,2022/1/14 19:59,2022/1/14 0:00,S,v15ef-kwqwb-ijmn7-b99kl-wj942,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,102
374,M468069684,D00000534,2022/1/13 11:52,2022/1/13 0:00,S,v5ykn-mm8zn-fvi3t-g4wvt-crhlw,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,110
375,M3228842165,D00000506,2022/1/12 14:04,2022/1/12 0:00,S,hs50l-e9667-e535o-mfkej-od8z7,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,90
376,M3535017991,D00000060,2022/1/2 13:39,2022/1/2 0:00,S,pb1lh-tny1i-es34a-nq03i-8ixy1,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,64
377,M3355962932,D00000637,2022/1/15 12:38,2022/1/15 0:00,S,a456p-yxgkf-98geg-6iqt2-ako2d,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,116
378,M308207930,D00000584,2022/1/14 13:25,2022/1/14 0:00,S,s4l92-21n92-xa0su-vo43x-7x1bw,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,79
379,M4961263192,D00000685,2022/1/16 15:32,2022/1/16 0:00,S,163zo-d0gyx-8e3mp-jaybh-ijbf2,SYX,KHN,三亚,南昌,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,143
